town,zip,home_price,price_per_sqft,interior_sqft,lot_size_sqft,bedrooms,bathrooms
Memphis,38106,32756.64950911835,29.89292960412953,1095.7992389141148,11795.983657224842,3,5
Memphis,38106,50299.7432398879,39.91375310905395,1260.2108126103035,5986.636075442505,3,2
Memphis,38106,43562.38437834607,29.02351376747944,1500.9341986412855,20569.99786049362,3,3
Memphis,38106,43831.857750184194,36.64313852957785,1196.1818640290244,3834.281806499744,6,1
Memphis,38106,33798.16842933017,25.085938074782735,1347.2953783340986,3322.8292825404956,4,5
Memphis,38106,54272.071464004184,28.451432452395814,1907.5338844471462,9153.283183676413,2,4
Memphis,38106,46969.29471758162,36.579171956564494,1284.0447775404746,14994.755749126405,4,3
Memphis,38106,72138.79274054155,39.46565763808554,1827.887765157256,21972.64249427553,6,3
Memphis,38106,40754.61802493385,36.44330725460195,1118.301852798705,6074.568658309992,5,4
Memphis,38106,59119.867250784344,34.91365247901187,1693.3165983227875,15281.608426892066,5,4
Memphis,38106,72153.10371693969,33.92526785435689,2126.8248795174463,7817.278374120635,6,2
Memphis,38106,22108.463486768003,27.650217052336796,799.5764895776671,7212.857243114651,3,4
Memphis,38106,38518.11665472401,31.6935902913604,1215.328282489471,13594.122146001813,4,4
Memphis,38106,56672.243793824826,33.075025670169815,1713.4451945395529,11832.325897043125,3,1
Memphis,38106,58034.58680405349,41.16393290463371,1409.8406714077773,3106.8403573640007,9,5
Memphis,38106,60804.28656415186,37.361313674255115,1627.4665043710922,19401.798180985465,4,5
Memphis,38106,33330.543862878854,26.13387749199431,1275.3769077355294,18310.89712925082,5,3
Memphis,38106,56471.20460029836,37.25720551488956,1515.7122983292472,5496.458197832729,6,3
Memphis,38106,47760.474363912464,33.47770398652124,1426.6353028015822,10144.41859113326,5,3
Memphis,38106,63401.642664626954,31.922344199369395,1986.1211403728744,10760.2593053069,4,1
Memphis,38106,61313.7363458934,38.789928781377405,1580.6612250169794,9354.390461605768,4,3
Memphis,38106,66208.79617044947,41.02471195514217,1613.8759546403257,5750.336928610117,2,3
Memphis,38106,54185.0088203981,40.49325739482978,1338.1242287343496,5346.635694300984,5,4
Memphis,38106,40779.24616391273,31.05739020998495,1313.0287473672597,7878.276006911478,5,1
Memphis,38106,45104.587159493,33.88205264290095,1331.2235723989827,16168.727141983492,4,2
Memphis,38106,61051.81386829292,37.295468457665294,1636.976726478013,11085.097452745093,3,4
Memphis,38106,54376.735902453125,40.72916775499861,1335.0809481192891,6404.9616154590585,6,4
Memphis,38106,52587.007795826175,32.97624089940353,1594.6938268751355,12710.91112190119,2,5
Memphis,38106,86075.22956997534,34.540530483870185,2492.006589481043,1448.1921266347601,8,1
Memphis,38106,54649.19093095108,29.633787756034874,1844.1513916769502,15937.916595509392,4,4
Memphis,38106,39859.16249366237,29.154816796962066,1367.15530648835,2816.8331977448956,5,2
Memphis,38106,79831.94849011273,39.86035637044988,2002.7906360941479,6436.448911902633,3,3
Memphis,38106,57270.02795029442,42.758081232268204,1339.3965842198386,4086.2987322864287,1,6
Memphis,38106,31318.971858985882,35.14622205703761,891.1049332175556,3678.9693913059346,5,1
Memphis,38106,47125.607023479264,40.87832857931554,1152.8261712570325,16053.672090727345,4,2
Memphis,38106,34804.36218951818,37.457339195491365,929.1733726165868,6042.518050770288,5,4
Memphis,38106,43595.82060597352,32.09183426783199,1358.470826009245,9848.743373177273,4,4
Memphis,38106,55813.23883348468,37.45605787955709,1490.099118624724,7777.921898528912,2,2
Memphis,38106,98623.77453528471,43.72696588098039,2255.4451823555955,10651.130513389217,1,1
Memphis,38106,56880.8598190594,35.33906512456351,1609.5745492577446,8377.375475140496,4,4
Memphis,38106,61600.22686544401,43.86876836366075,1404.1932145163971,3704.862726434196,3,4
Memphis,38106,39362.09707233224,21.568068467753708,1825.0172532223867,14544.335910837704,7,1
Memphis,38106,34058.832291701736,39.910329397067756,853.3838934991117,5948.78853808962,3,3
Memphis,38106,56627.32523578529,35.99391735017534,1573.2470763010585,3143.9890837900757,5,1
Memphis,38106,61034.770922770986,33.93644032569216,1798.5024456605595,6187.755655490352,4,5
Memphis,38106,36915.78160784107,36.019039058545964,1024.896348507175,19685.79709455778,8,1
Memphis,38106,49231.776792804296,24.937251469634543,1974.2262635781083,13324.10215038981,6,3
Memphis,38106,55463.972676358964,34.35925867376998,1614.2365934891495,6489.92037025962,5,2
Memphis,38106,50047.618308280464,37.433231449871855,1336.9836471452104,6487.562738299917,2,1
Memphis,38106,75417.64334498288,43.40643631144991,1737.4760462675654,6595.980912866165,7,2
Memphis,38106,85743.47525528475,32.7678788717106,2616.692877527371,27812.63271850397,2,3
Memphis,38106,48462.96148869407,31.221133343380757,1552.2486309411563,10060.358628764794,3,6
Memphis,38106,51853.58603844418,32.85588583621622,1578.2129965063145,10354.969298991971,2,2
Memphis,38106,53433.684067852875,40.40863558629321,1322.3332907082322,14844.235589517853,4,4
Memphis,38106,44714.13673267859,37.282079038931286,1199.3466535486523,9232.36307704994,3,2
Memphis,38106,59704.07085416969,32.70664299402357,1825.441726473711,6848.408258072021,2,6
Memphis,38106,45822.01804307178,38.265458784777636,1197.4772940995083,7110.920011139512,1,3
Memphis,38106,54432.622084158844,36.047374799250385,1510.0301308291328,7663.591867328363,2,1
Memphis,38106,53563.339330478986,40.69239347704504,1316.2985696748108,7823.313607442101,2,2
Memphis,38106,53148.22446508567,31.788408036180652,1671.937279922728,12379.220092064126,6,3
Memphis,38106,54469.05473290554,33.7837245897072,1612.2868450538012,8253.266597281292,3,1
Memphis,38106,64288.68108529006,33.44025959788217,1922.493481161898,12416.491988387615,7,2
Memphis,38106,36207.12463720689,27.730197083929873,1305.6930150052754,7621.792617065867,3,4
Memphis,38106,51449.79891868615,37.10817301661566,1386.4815951906025,8386.49484831568,6,1
Memphis,38106,42877.001058816146,36.92129407308272,1161.308186380049,2412.156428326964,3,1
Memphis,38106,47195.98686906598,35.557252167175996,1327.3237945150909,13863.204147279861,2,3
Memphis,38106,55875.08035052485,34.279767872677155,1629.9725411810718,9848.652336742261,2,3
Memphis,38106,50159.98081004273,27.98678163024232,1792.273991084427,14559.55687062579,3,3
Memphis,38106,39208.70606700339,33.28817075232202,1177.8570339215287,1407.3215877862333,4,5
Memphis,38106,62130.76666030729,33.70350298417058,1843.451307998698,28007.332882477687,3,4
Memphis,38106,65059.56939827531,31.254263293683383,2081.6222346032428,7357.26135350801,2,2
Memphis,38106,57024.66366523056,34.670427799676006,1644.7637737473622,15554.519379278356,6,4
Memphis,38106,89358.50164808784,37.683389041393085,2371.296847794994,4286.617607175459,6,2
Memphis,38106,55718.544776927956,45.582427760501524,1222.368959145473,11554.857192533867,3,4
Memphis,38106,39618.70880902163,36.46041245348729,1086.622617326762,4252.011664510339,2,4
Memphis,38106,35087.340426770505,36.90261480735697,950.8090581097639,5502.376915095072,4,3
Memphis,38106,75746.84764511137,35.13324049192421,2155.988078085842,25225.62527900154,1,4
Memphis,38106,44202.80911690163,25.30390880806376,1746.8767158540834,7135.141633246482,3,3
Memphis,38106,51766.036949517584,35.3886943007934,1462.7845975192427,9114.816402570012,7,4
Memphis,38106,57031.376220339356,35.8509969038807,1590.7891312825943,13483.708515764209,8,2
Memphis,38106,54471.56988438976,48.65784883849033,1119.4816701658324,10770.928234086796,4,4
Memphis,38106,94327.69528516669,34.50481223819901,2733.7547769855696,8755.594651285444,4,3
Memphis,38106,56892.283587014725,37.13709656096699,1531.9529218881225,9958.41719854753,4,5
Memphis,38106,53879.16135141254,35.34500362335591,1524.3784362157853,33834.83499179728,2,4
Memphis,38106,52108.0500416114,29.301530398506706,1778.3388557843716,7728.155848665752,4,2
Memphis,38106,69622.47089949451,41.6206741899578,1672.785755024914,9025.92479842525,5,2
Memphis,38106,62019.99272286522,39.53742709770417,1568.640077909029,15026.783556269509,5,3
Memphis,38106,48381.80080567858,39.74580476176592,1217.2806940424612,15529.743202609472,2,5
Memphis,38106,51204.50743480354,30.68341955967144,1668.8005499264452,16308.064254609684,4,3
Memphis,38106,102113.8412366365,43.006192280133945,2374.398565013309,11736.218691326576,1,4
Memphis,38106,58258.88448523525,28.05883476084854,2076.3116138566766,4029.4850717742634,3,2
Memphis,38106,85394.31368023827,38.65765488140854,2208.988464049499,21316.90587732716,5,3
Memphis,38106,61615.50021314798,47.20403325775428,1305.3016015962216,4021.4169106628137,7,5
Memphis,38106,35035.575504824876,30.250936655215998,1158.1649819356549,9592.895964358706,4,5
Memphis,38106,46730.543695516695,32.51191625008203,1437.3358782073876,5087.9552544442295,3,2
Memphis,38106,54238.10861653686,36.061091950234584,1504.0617375476904,7697.9844412991415,5,4
Memphis,38106,64048.33388088386,32.846726501387714,1949.9152793255648,9744.460676948478,3,1
Memphis,38106,26489.616589494246,27.265739244133048,971.5348757761701,9701.260940724616,5,3
Memphis,38106,78041.04892568842,35.89540637422872,2174.1235664549645,10304.637063040193,3,6
Memphis,38106,42586.56760673085,29.868452357696725,1425.804293330144,21066.167195199887,7,2
Memphis,38106,50730.34574776912,38.0540108590702,1333.1142920951131,10501.962270294354,3,3
Memphis,38106,35275.530607533925,30.629928543650944,1151.6687202603982,6909.847447719724,1,3
Memphis,38106,42945.76030944922,43.79037541154098,980.71231191434,14266.210550551787,6,1
Memphis,38106,57135.47578649143,31.355651578494026,1822.174724816724,16331.958542532935,4,4
Memphis,38106,51081.87980384218,33.81357314938185,1510.6915669093082,3830.046149499516,3,2
Memphis,38106,42831.02061724285,39.865640009971656,1074.3843722696904,11448.761790554967,6,5
Memphis,38106,31085.233950924743,28.970108625565235,1073.010610788424,12184.262829668092,5,6
Memphis,38106,50109.92677793175,36.74224772147271,1363.8231160432456,6691.937473852855,5,4
Memphis,38106,95670.80658862804,42.4964173089482,2251.2675808198833,18262.789510219438,8,3
Memphis,38106,37479.822670274116,26.96291810140594,1390.0506810618465,7311.205633168193,3,1
Memphis,38106,37194.028504778194,36.514006149047916,1018.6236030348045,8626.056203206208,3,4
Memphis,38106,51491.74381540023,36.91504535194697,1394.871476507192,7210.933725264698,6,2
Memphis,38106,54999.59620853637,39.696724995137174,1385.4945518874363,8075.130017590676,5,2
Memphis,38106,21870.9797464879,28.937671186375262,755.7961249067419,4144.062096587694,4,2
Memphis,38106,41692.01662796433,28.49262648056735,1463.256350073563,3371.679580753515,3,2
Memphis,38106,53638.088453196026,38.311687573955254,1400.0450476021276,20824.799905238153,5,3
Memphis,38106,65513.15855597168,37.11277981599627,1765.2452573152264,4812.731164724861,5,3
Memphis,38106,86811.55243153732,36.86500164591835,2354.850089668964,4413.226841614339,6,2
Memphis,38106,73473.0504125652,37.37639573251413,1965.7607153557126,2197.691461001757,2,1
Memphis,38106,44247.72433971931,31.905808246347434,1386.8234898824346,5452.446969092881,3,6
Memphis,38106,41356.47187886005,36.76779607901957,1124.801491772276,3616.7927976457554,2,1
Memphis,38106,104687.25850803487,37.091929746445324,2822.3729318927517,21426.974903492417,5,1
Memphis,38106,47754.8360558327,31.722864117628475,1505.3759294481615,14663.065709309443,2,2
Memphis,38106,67684.23596780366,45.47364525714598,1488.4277604106826,5293.87946105963,4,2
Memphis,38106,56106.23476793201,38.05529255199937,1474.3346064484338,30904.537719519514,2,4
Memphis,38106,45480.11814791247,29.180948011658487,1558.5551960046698,14418.337498942763,3,2
Memphis,38106,55838.049474697924,39.029102457213995,1430.677262842795,6583.343266903795,6,1
Memphis,38106,38983.520800747174,30.33543403852349,1285.082018316973,1785.6778887687005,5,2
Memphis,38106,51392.804235647294,39.7247673956454,1293.721967552186,31626.87030045365,4,5
Memphis,38106,61354.2475081015,41.70473513831996,1471.1578266739018,3475.3599681950095,4,3
Memphis,38106,40342.046689919465,31.15617358434456,1294.8331598136508,2980.8315150934422,6,1
Memphis,38106,50469.91817916887,40.66431308080762,1241.1353925707701,14775.697951928007,4,4
Memphis,38106,57472.059544697244,37.72991595010807,1523.2490743073765,34580.60533609129,3,2
Memphis,38106,55542.581804617395,39.911169622690636,1391.6550762531363,18356.8946244705,2,2
Memphis,38106,98592.77577757902,45.638958201054216,2160.276650997297,11220.999899331046,3,1
Memphis,38106,26163.629717443728,34.2222040357627,764.5220538718767,11430.60202106399,2,4
Memphis,38106,61406.380521313265,31.51296311205676,1948.607000330584,13349.659473901587,3,2
Memphis,38106,62360.22407947985,30.789332847310774,2025.3840636539342,12613.891360001679,2,1
Memphis,38106,27542.65663165458,31.1821390862767,883.2831049674888,9470.260323115073,4,3
Memphis,38106,47813.63753498963,35.11908643967753,1361.4715638209143,8516.131632997336,4,4
Memphis,38106,50484.26626753237,37.3481694497853,1351.7199640911072,7705.124792485355,7,2
Memphis,38106,38605.81795131354,37.00462361502934,1043.270115457515,5088.905552869142,6,6
Memphis,38106,48770.41951896692,39.93847312573749,1221.1388093236312,6760.091973838792,7,4
Memphis,38106,40001.61701325479,35.59929358276331,1123.6632243911442,2896.9760545844706,2,4
Memphis,38106,99476.15403787047,43.276609864209924,2298.6124456143684,7541.62567544491,3,5
Memphis,38106,63945.23708309719,34.119511407258315,1874.1545363833666,4420.6505892206915,5,2
Memphis,38106,101971.41295729985,50.02714157333938,2038.3217939368092,4125.915569293483,3,3
Memphis,38106,69043.5281214088,38.8644941299136,1776.5194084506738,8911.815961854769,2,3
Memphis,38106,34630.28556869815,30.961778803079422,1118.485013052734,18442.22575672079,5,3
Memphis,38106,38798.32611063276,29.822678431583302,1300.9671884314698,13879.7577989248,5,3
Memphis,38106,63868.80466667969,38.10133673703856,1676.2877666859495,3117.84226084787,2,4
Memphis,38106,37524.32659842083,34.33905508560588,1092.7594397945486,4417.900837952891,5,4
Memphis,38106,69728.49891647365,39.3352656332638,1772.671362298056,14068.021662781639,4,3
Memphis,38106,53149.75487315804,38.05211992016471,1396.7619934098007,4436.869701244503,2,4
Memphis,38106,47461.829951409345,35.1418583099952,1350.578262900515,6991.265971724342,3,2
Memphis,38106,54954.95744059785,31.017012879554436,1771.7682116585331,11128.09287994389,2,4
Memphis,38106,45509.051512897524,27.456621716036686,1657.4891107712967,4474.680125163825,3,6
Memphis,38106,44927.416778666564,33.15029856295881,1355.2643181581227,8522.134565911163,3,1
Memphis,38106,79463.80361110519,40.09417737434695,1981.928769087247,3593.1391832906543,4,2
Memphis,38106,41511.0148222966,36.67101260934192,1131.9844168066875,5576.832457734404,5,3
Memphis,38106,49986.170153398205,28.89083517885446,1730.1739407652592,9692.09594362866,5,1
Memphis,38106,62710.96010931334,36.45296774432388,1720.32522973601,3076.0469091037153,1,3
Memphis,38106,51594.64371285972,37.58354897526484,1372.7986078913439,10419.993207525722,4,1
Memphis,38106,49596.403293912095,30.819481793766062,1609.254938995895,7906.2917166162015,1,3
Memphis,38106,39434.220952912154,36.349277952136696,1084.8694437572485,11144.381998936618,4,2
Memphis,38106,66974.74584736455,35.84022336495796,1868.7033606171033,9150.330712881925,2,4
Memphis,38106,41692.33107309378,29.438539797711694,1416.2499689041845,18136.48761937401,5,3
Memphis,38106,48725.97274407324,37.43682773697618,1301.5518592123346,8624.234826972173,6,6
Memphis,38106,74264.58720449923,38.51870113327951,1928.0137964033236,6182.966775295149,2,4
Memphis,38106,51370.59833655115,41.30212160050264,1243.776260053575,8609.102239570639,4,2
Memphis,38106,42916.45091423077,41.146238036320014,1043.0224720993492,11083.088180114048,4,2
Memphis,38106,28331.290313122157,28.187711103472683,1005.0936810414445,8237.999900001958,4,4
Memphis,38106,52694.51178421684,30.531861449772354,1725.8859853960764,8197.232164715993,3,1
Memphis,38106,41220.03916686187,38.274880456588555,1076.947561302346,5250.096875953105,4,1
Memphis,38106,88019.32880674199,38.268222225386616,2300.063177441025,5374.690501014533,4,2
Memphis,38106,33735.51840953412,38.27494664416808,881.3994888918902,3448.2897331258414,5,2
Memphis,38106,127081.74731443093,56.063132479444334,2266.761447213563,22855.403984168875,4,3
Memphis,38106,60312.150271994804,38.57256097673923,1563.6024351187207,3792.872321190373,2,5
Memphis,38106,60203.29461429498,41.5819970793425,1447.8211447954563,5278.798014336222,3,3
Memphis,38106,52569.16784833088,40.61435239853702,1294.349527784776,5198.640672806069,5,7
Memphis,38106,63919.50007154579,39.00158967383425,1638.8947375247296,13686.311432800805,2,2
Memphis,38106,49737.62307343456,33.84977256068928,1469.3635824069406,6702.4406400852995,5,3
Memphis,38106,77343.71065931214,39.57492646061887,1954.3614499518303,16913.071513256687,3,2
Memphis,38106,47940.48601329866,31.411228019122014,1526.22132392004,5340.648925047926,2,4
Memphis,38106,52774.167501598466,34.26787523537912,1540.0478477029392,9457.78336502787,6,4
Memphis,38106,44617.29336589944,32.943254971844794,1354.3680915571929,4846.386180186105,7,3
Memphis,38106,52593.12297967744,35.966348225859406,1462.2869869747735,28977.82894178689,2,5
Memphis,38106,76676.35335680451,47.86597283108647,1601.89689714208,3923.1013050731735,8,3
Memphis,38106,24740.574538023655,25.578410156082278,967.2444216452055,9634.34162392059,5,4
Memphis,38106,41493.94699003177,39.18742368460097,1058.8587635664644,11701.390375300434,4,3
Memphis,38106,48109.60124749614,26.93503076449475,1786.135002708566,10254.544776567709,4,3
Memphis,38106,51106.492083467114,33.014839121275216,1547.9854951203863,7158.274400098513,1,2
Memphis,38106,58552.10406478595,41.33356220653758,1416.57531891904,7400.511517737717,4,4
Memphis,38106,53453.90823332583,35.87258036176927,1490.1049128401596,8213.083445401144,4,4
Memphis,38106,48191.2419034863,29.786159206025765,1617.907215568,7324.6131461979385,2,3
Memphis,38106,41106.89267302919,31.717788881499,1296.0201238052525,14264.429797854056,1,1
Memphis,38106,47804.09142793851,39.151916202947355,1220.9898279343943,30137.050928296518,3,2
Memphis,38106,49281.20810265393,31.637511036263522,1557.68284193301,5725.594979984412,5,2
Memphis,38106,42605.14741966294,36.68361605317713,1161.4216918501672,3516.829079502755,7,6
Memphis,38106,58761.75173045554,35.772875120767374,1642.6343013268827,7587.2735641796635,4,2
Memphis,38106,31066.09229768589,32.0572959474348,969.0802477110292,37609.89363117914,4,4
Memphis,38106,90083.87158268457,46.956150024059326,1918.4680076311097,4939.365101111687,3,3
Memphis,38106,64948.80976655245,38.90847142944384,1669.2716876408224,21389.745500127494,2,4
Memphis,38106,39116.551211466525,24.737002584408284,1581.2971308060444,21890.703087246467,1,5
Memphis,38106,69260.33549024964,36.52370827056367,1896.3117046378911,5739.020761035413,3,4
Memphis,38106,71983.4756190355,32.00300903601688,2249.272108695271,11255.212888450962,7,4
Memphis,38106,76595.20195020094,40.07304345779648,1911.3896859585498,21252.60583872476,7,3
Memphis,38106,29307.328036094907,31.30626072452292,936.149107489474,6372.328198563825,4,4
Memphis,38106,37613.4209204584,34.918512135202164,1077.1770794477648,7080.137480157342,4,3
Memphis,38106,48493.37206105886,38.22132970332635,1268.7515698031445,5643.0968026786295,3,3
Memphis,38106,59933.454291533875,40.14404230732966,1492.96012177107,4351.791081642725,6,6
Memphis,38106,49181.869508962314,29.133020298596243,1688.1829966435753,5418.803391713535,4,5
Memphis,38106,41750.09744088228,33.74727566358567,1237.139787432735,3838.483557193512,3,2
Memphis,38106,51285.1017787925,32.998778964167684,1554.151498589731,8165.2849325501875,3,3
Memphis,38106,39355.26029047542,32.0480818549984,1228.0067327754077,5040.259672334547,3,4
Memphis,38106,57206.318219521745,44.938988373578105,1272.9774365182689,9204.689558042382,4,3
Memphis,38106,39327.491366671486,37.68835002856641,1043.4919898818246,3145.283892479947,2,3
Memphis,38106,33925.142711305394,28.810118965371377,1177.5426110555834,9756.850766681751,7,1
Memphis,38106,42763.49349789399,40.42174524682843,1057.9328833222337,13191.318431660395,5,4
Memphis,38106,54435.033376455605,46.84003145197883,1162.1476691847079,2418.627320098604,7,3
Memphis,38106,79202.94683119727,41.03252360610734,1930.2480050095821,10012.912235064989,3,4
Memphis,38106,32092.341298306696,27.432517766448086,1169.864959954857,16710.594795624937,6,3
Memphis,38106,94377.51011714409,32.949274508659315,2864.327410072139,3871.5576920535104,3,4
Memphis,38106,70946.71161000685,42.28200296959011,1677.9411245260271,21823.44768784654,4,3
Memphis,38106,49333.66527636027,31.75847558298471,1553.4015525226232,10286.711815280665,7,3
Memphis,38106,45353.01398399678,37.89533564230533,1196.796735410516,5240.591786047783,7,3
Memphis,38106,70078.6793842637,39.65841218775165,1767.05711394838,7736.737561680997,6,4
Memphis,38106,39291.1484934697,30.58992405172461,1284.4474025836796,11183.479997485812,5,3
Memphis,38106,53847.12457039379,35.21275961486864,1529.193541186041,8373.272405793765,4,2
Memphis,38106,51353.58052818751,18.255665711101877,2813.0215211465934,11052.925423658224,2,2
Memphis,38106,43543.8537357203,30.070526065508904,1448.0575976908297,4604.515193276987,5,4
Memphis,38106,67580.01226661514,34.183938037150156,1976.9522222153298,8855.670923310388,4,1
Memphis,38106,35930.66680780527,28.879939531718335,1244.1392672703917,3425.381469734705,5,1
Memphis,38106,65032.865734184976,44.22993604430365,1470.3359658726101,7483.539721651975,3,4
Memphis,38106,64447.684077209575,27.908061526158807,2309.2855810426468,4651.068400708886,3,3
Memphis,38106,42080.636984408986,33.18478290814843,1268.0702809140935,5145.50529900311,5,3
Memphis,38106,84533.580854493,36.226781906646224,2333.455427322523,16795.272479954547,5,1
Memphis,38106,76498.97006423703,43.21126599407786,1770.3478087108413,15397.845761786435,2,3
Memphis,38106,35925.374987913594,27.87757266528918,1288.6837537561105,11529.678086238739,3,2
Memphis,38106,72496.49800511831,41.72908121710986,1737.3135446699728,4153.9258825937395,5,3
Memphis,38106,67308.58894401307,35.58453709870389,1891.512281228036,6616.698118390625,3,4
Memphis,38106,52499.669965980676,30.299049644239947,1732.7167215609752,16565.13460633693,4,2
Memphis,38106,38056.73297907681,37.9927804660861,1001.6832806708579,8709.999120284536,6,6
Memphis,38106,45252.27824878665,36.590888647558806,1236.708916382267,32170.158418914485,3,2
Memphis,38106,45077.77663689476,32.3311441531822,1394.252440412257,10129.300315240862,3,3
Memphis,38106,52270.020082298965,35.902010211954305,1455.9078941182686,8977.047226319564,3,3
Memphis,38106,57988.74322004626,33.47647118552525,1732.2238923772757,6645.710860269365,3,2
Memphis,38106,56032.112443796315,36.13499069151653,1550.6330947236434,8667.375934051668,5,4
Memphis,38106,41490.76240933557,39.058825429859915,1062.2634437341906,7300.622655942617,3,2
Memphis,38106,71742.50229252911,43.982676621646654,1631.1536223609478,12235.074031741844,3,2
Memphis,38106,49992.32268024807,28.93306229900231,1727.8614397471486,14203.138080214614,4,2
Memphis,38106,80010.72733197639,46.898001370230574,1706.058360575783,4992.0560819802595,3,2
Memphis,38106,48830.26213938359,25.126348072444827,1943.388748679081,3599.1646236382944,3,5
Memphis,38106,63438.12630083905,34.72106133600786,1827.0791231560036,2658.3837300027376,3,1
Memphis,38106,64326.98096869677,38.66543655195955,1663.6817453813721,10850.77317512076,6,2
Memphis,38106,53966.24422097667,37.02754615909386,1457.4620740219566,4126.466938304587,5,2
Memphis,38106,31541.869257062044,32.21132290911615,979.2168221732786,2198.3502350800873,5,2
Memphis,38106,56843.62037246832,34.4208124667209,1651.431686205155,10100.538147903411,5,2
Memphis,38106,51403.70110642101,32.90255151873575,1562.3013636845192,35703.23325814,5,2
Memphis,38106,51416.08249849477,32.388980527865826,1587.456031666665,7970.912632819716,5,1
Memphis,38106,43180.03201385152,40.05795437607355,1077.939018265066,13230.648659304126,1,4
Memphis,38106,42373.32086241644,37.43271403245072,1131.9863375571076,8402.582985106783,2,1
Memphis,38106,61446.061343378686,31.837138312058343,1930.0120739842355,7539.137230164745,5,4
Memphis,38106,59222.79015954292,40.32441753612151,1468.6582913812151,13886.087386836674,2,2
Memphis,38106,65369.43175821991,37.16775279651189,1758.7673948464992,6721.267919043711,5,7
Memphis,38106,59545.746037187506,39.86214866235224,1493.7916804626595,9392.175322450104,2,2
Memphis,38106,58107.8786879783,38.88560691303189,1494.3287067098436,9703.243639123386,3,3
Memphis,38106,58346.44610779213,31.111871089290815,1875.375670602977,5357.981238307831,3,2
Memphis,38106,42429.15366617543,32.54451514627025,1303.726710183851,14507.517326595038,2,2
Memphis,38106,60032.75987112581,39.51270126850442,1519.3281639536483,7202.770096552966,5,5
Memphis,38106,51246.65835273958,38.78296832962765,1321.370193152299,5083.471762512145,8,2
Memphis,38106,47127.24266930838,35.418604954968075,1330.5787376218489,11038.039547069871,4,3
Memphis,38106,49638.585323831314,36.15529628934416,1372.927078970198,4666.2733376477245,5,4
Memphis,38106,66386.09201322502,42.33931506210441,1567.9538489427184,8136.419644182701,6,1
Memphis,38106,42606.46438725554,32.37722028319944,1315.9395406579747,7956.348342799474,4,2
Memphis,38106,78055.91091160063,38.445755492945715,2030.2868264852502,15347.903442875231,3,2
Memphis,38106,40860.560016984105,34.452414258853565,1185.9999043893936,10636.170262738315,4,2
