SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-9-2025,Townhouse,53 Baldwin Rd #203,Billerica,MA,01821,755000,3,2.5,Billerica,2686,,2005,,281,526,Sold,,,https://www.redfin.com/MA/Billerica/53-Baldwin-Rd-01821/unit-203/home/11424132,MLS PIN,73360916,N,Y,42.5541417,-71.2333753
PAST SALE,May-5-2025,Single Family Residential,9 Limewood Ave,Billerica,MA,01821,827500,3,3,Billerica,2410,5001,2016,,343,,Sold,,,https://www.redfin.com/MA/Billerica/9-Limewood-Ave-01821/home/11394213,MLS PIN,73336958,N,Y,42.5611529,-71.2865725
PAST SALE,June-20-2025,Single Family Residential,39 Fieldstone Ln,Billerica,MA,01821,1210000,4,3,Billerica,3121,72745,2021,,388,,Sold,,,https://www.redfin.com/MA/Billerica/39-Fieldstone-Ln-01821/home/174598360,MLS PIN,73364194,N,Y,42.56048,-71.310711
PAST SALE,,Multi-Family (2-4 Unit),372 Boston Rd,Billerica,MA,01821,250000,4,2.5,,3822,32234,1890,,65,,,,,https://www.redfin.com/MA/Billerica/372-Boston-Rd-01821/home/11389681,,,N,Y,42.5640901,-71.2710321
PAST SALE,,Single Family Residential,7 Greenwood Rd,Billerica,MA,01821,310000,3,1,,1371,11761,1939,,226,,,,,https://www.redfin.com/MA/Billerica/7-Greenwood-Rd-01821/home/145106975,,,N,Y,42.5649489,-71.2878922
PAST SALE,July-30-2025,Single Family Residential,21-1/2 Glenside Ave,Billerica,MA,01821,870000,3,2.5,Billerica,2136,7501,2018,,407,,Sold,,,https://www.redfin.com/MA/Billerica/21-1-2-Glenside-Ave-01821/home/195935099,MLS PIN,73381154,N,Y,42.532927,-71.2268969
PAST SALE,August-13-2025,Single Family Residential,187 Pond St,Billerica,MA,01821,660000,3,2,Billerica,1553,10350,1995,,425,,Sold,,,https://www.redfin.com/MA/Billerica/187-Pond-St-01821/home/11376838,MLS PIN,73401600,N,Y,42.5845936,-71.2552337
PAST SALE,June-25-2025,Townhouse,53 Baldwin Rd #1201,Billerica,MA,01821,769300,3,2.5,East Billerica,2868,,2005,,268,526,Sold,,,https://www.redfin.com/MA/Billerica/53-Baldwin-Rd-01821/unit-1201/home/12440933,MLS PIN,73385121,N,Y,42.5541417,-71.2333753
PAST SALE,June-16-2025,Single Family Residential,25 Grove St,Billerica,MA,01821,690000,3,1.5,Billerica,1908,10001,1963,,362,,Sold,,,https://www.redfin.com/MA/Billerica/25-Grove-St-01821/home/11417824,MLS PIN,73375282,N,Y,42.5297826,-71.2325265
PAST SALE,July-1-2025,Single Family Residential,18 Winsor Rd,Billerica,MA,01821,800000,4,1.5,Billerica,2840,41739,1973,,282,,Sold,,,https://www.redfin.com/MA/Billerica/18-Winsor-Rd-01821/home/11404423,MLS PIN,73379119,N,Y,42.5481183,-71.2429549
PAST SALE,December-22-2025,Condo/Co-op,22 Kenmar Dr Unit 194Y,Billerica,MA,01821,230000,1,1,Billerica,605,,1979,,380,343,Sold,,,https://www.redfin.com/MA/Billerica/22-Kenmar-Dr-01821/unit-194Y/home/11375997,MLS PIN,73451286,N,Y,42.5524237,-71.2661156
PAST SALE,October-7-2025,Single Family Residential,29 Eliot St,Billerica,MA,01821,541500,2,2,Billerica,1927,11247,1933,,281,,Sold,,,https://www.redfin.com/MA/Billerica/29-Eliot-St-01821/home/11417072,MLS PIN,73426642,N,Y,42.5314604,-71.270261
PAST SALE,January-23-2026,Single Family Residential,10 Greenville St,Billerica,MA,01821,1199000,4,3,Billerica,3598,15002,2021,,333,,Sold,,,https://www.redfin.com/MA/Billerica/10-Greenville-St-01821/home/11418673,MLS PIN,73459144,N,Y,42.5304572,-71.2301814
PAST SALE,December-5-2025,Single Family Residential,248 Riverneck Rd,Chelmsford,MA,01824,742000,3,2,Chelmsford,1771,11761,1967,,419,,Sold,,,https://www.redfin.com/MA/Chelmsford/248-Riverneck-Rd-01824/home/11577634,MLS PIN,73447288,N,Y,42.6004109,-71.3335195
PAST SALE,January-13-2026,Single Family Residential,6 Sierra Dr,Chelmsford,MA,01824,655000,4,2.5,Chelmsford,2144,22651,1966,,306,,Sold,,,https://www.redfin.com/MA/Chelmsford/6-Sierra-Dr-01824/home/11586845,MLS PIN,73452589,N,Y,42.5736256,-71.3568531
PAST SALE,March-4-2025,Townhouse,9 Acton Rd #15,Chelmsford,MA,01824,730000,3,3.5,Chelmsford,1662,,2025,,439,300,Sold,,,https://www.redfin.com/MA/Chelmsford/9-Acton-Rd-01824/unit-15/home/194090486,MLS PIN,73322154,N,Y,42.5952841,-71.3533502
PAST SALE,August-7-2025,Single Family Residential,28 Garrison Rd,Chelmsford,MA,01824,575000,3,1,Chelmsford,1174,62726,1958,,490,,Sold,,,https://www.redfin.com/MA/Chelmsford/28-Garrison-Rd-01824/home/11586434,MLS PIN,73405705,N,Y,42.572909,-71.3855489
PAST SALE,March-31-2025,Townhouse,9 Acton Rd #5,Chelmsford,MA,01824,724900,3,3.5,Chelmsford,1662,,2025,,436,300,Sold,,,https://www.redfin.com/MA/Chelmsford/9-Acton-Rd-01824/unit-5/home/194598677,MLS PIN,73332237,N,Y,42.5952841,-71.3533502
PAST SALE,October-30-2025,Single Family Residential,6 Green Valley Dr,Chelmsford,MA,01824,1130000,4,4.5,Chelmsford,5201,40075,2005,,217,,Sold,,,https://www.redfin.com/MA/Chelmsford/6-Green-Valley-Dr-01824/home/11583086,MLS PIN,73433201,N,Y,42.5813453,-71.3562703
PAST SALE,May-15-2025,Single Family Residential,6 Rockingham Ave,Lowell,MA,01851,588000,3,2,Lowell,1978,9583,1958,,297,,Sold,,,https://www.redfin.com/MA/Lowell/6-Rockingham-Ave-01851/home/11613683,MLS PIN,73353649,N,Y,42.6310039,-71.3459823
PAST SALE,July-16-2025,Single Family Residential,35 Morey St,Lowell,MA,01851,512000,4,1,Highlands,1396,4326,1920,,367,,Sold,,,https://www.redfin.com/MA/Lowell/35-Morey-St-01851/home/11623137,MLS PIN,73381460,N,Y,42.6321068,-71.3319165
PAST SALE,May-22-2025,Single Family Residential,394 Hovey St,Lowell,MA,01852,550000,2,1,Lowell,880,7405,1950,,625,,Sold,,,https://www.redfin.com/MA/Lowell/394-Hovey-St-01852/home/11661593,MLS PIN,73357877,N,Y,42.6407385,-71.2771223
PAST SALE,October-27-2025,Single Family Residential,55 Stratham St,Lowell,MA,01852,510000,3,1,Lowell,1439,4356,1840,,354,,Sold,,,https://www.redfin.com/MA/Lowell/55-Stratham-St-01852/home/11654877,MLS PIN,73428925,N,Y,42.6260266,-71.2911477
PAST SALE,March-4-2025,Condo/Co-op,116 Nesmith St #2,Lowell,MA,01852,360000,2,1.5,Lowell,1458,,1955,,247,390,Sold,,,https://www.redfin.com/MA/Lowell/116-Nesmith-St-01852/unit-2/home/11649335,MLS PIN,73303951,N,Y,42.6413465,-71.296704
PAST SALE,May-28-2025,Vacant Land,31 Chapel St,Lowell,MA,01852,130000,,,Lowell,,4792,,,,,Sold,,,https://www.redfin.com/MA/Lowell/31-Chapel-St-01852/home/85679836,MLS PIN,73381207,N,Y,42.6388168,-71.3075801
PAST SALE,,Condo/Co-op,40 Eaton St Unit B,Lowell,MA,01852,345500,2,1.5,,1348,,1986,,256,,,,,https://www.redfin.com/MA/Lowell/40-Eaton-St-01852/unit-B/home/11635148,,,N,Y,42.6261527,-71.3167912
PAST SALE,August-29-2025,Single Family Residential,48 Fruit St,Lowell,MA,01852,685000,4,3,Highlands,2284,7405,1890,,300,,Sold,,,https://www.redfin.com/MA/Lowell/48-Fruit-St-01852/home/11639194,MLS PIN,73411792,N,Y,42.6211557,-71.3141009
PAST SALE,March-28-2025,Townhouse,19 Acton St #19,Lowell,MA,01852,425000,2,2,Lowell,1290,,2002,,329,89,Sold,,,https://www.redfin.com/MA/Lowell/19-Acton-St-01852/unit-19/home/11665707,MLS PIN,73337033,N,Y,42.6212831,-71.2940028
PAST SALE,January-29-2026,Single Family Residential,90 Chamberlain St,Lowell,MA,01852,615000,4,2,Lowell,2255,7405,1950,,273,,Sold,,,https://www.redfin.com/MA/Lowell/90-Chamberlain-St-01852/home/11659471,MLS PIN,73463693,N,Y,42.6200318,-71.2874586
PAST SALE,October-21-2025,Single Family Residential,241 Remington St,Lowell,MA,01852,582500,3,1.5,Belvidere,1276,11761,1960,,457,,Sold,,,https://www.redfin.com/MA/Lowell/241-Remington-St-01852/home/11664209,MLS PIN,73426958,N,Y,42.6396424,-71.2725326
PAST SALE,July-18-2025,Townhouse,41 Boston Rd #234,North Billerica,MA,01862,490000,2,1.5,Billerica,1094,,2005,,448,457,Sold,,,https://www.redfin.com/MA/North-Billerica/41-Boston-Rd-01862/unit-234/home/12438942,MLS PIN,73390284,N,Y,42.59668319,-71.29877135
PAST SALE,September-26-2025,Single Family Residential,181 High St,North Billerica,MA,01862,640000,4,2,North Billerica,2296,46574,1935,,279,,Sold,,,https://www.redfin.com/MA/North-Billerica/181-High-St-01862/home/11422896,MLS PIN,73411758,N,Y,42.5963109,-71.2740564
PAST SALE,October-29-2025,Townhouse,8 Billerica Ave Ext #14,North Billerica,MA,01862,495000,2,1.5,Billerica,1700,,2006,,291,364,Sold,,,https://www.redfin.com/MA/North-Billerica/8-Billerica-Avenue-Ext-01862/unit-14/home/18906516,MLS PIN,73417905,N,Y,42.59177,-71.2788531
PAST SALE,July-18-2025,Townhouse,41 Boston Rd #232,North Billerica,MA,01862,515000,2,1.5,North Billerica,1094,,2005,,471,426,Sold,,,https://www.redfin.com/MA/North-Billerica/41-Boston-Rd-01862/unit-232/home/12438973,MLS PIN,73372474,N,Y,42.59681696,-71.29881091
PAST SALE,July-3-2025,Single Family Residential,32 Treble Cove Rd,North Billerica,MA,01862,570000,3,1.5,Billerica,1760,13765,1975,,324,,Sold,,,https://www.redfin.com/MA/North-Billerica/32-Treble-Cove-Rd-01862/home/11381415,MLS PIN,73372357,N,Y,42.5839395,-71.2895556
PAST SALE,July-16-2025,Single Family Residential,9 Carriage Rd,North Billerica,MA,01862,575000,3,3,Billerica,2147,32000,1968,,268,,Sold,,,https://www.redfin.com/MA/North-Billerica/9-Carriage-Rd-01862/home/11379864,MLS PIN,73392932,N,Y,42.591652,-71.2675603
PAST SALE,December-8-2025,Single Family Residential,6 Kohlrausch Ave,North Billerica,MA,01862,603000,3,1.5,Billerica,1924,15795,1978,,313,,Sold,,,https://www.redfin.com/MA/North-Billerica/6-Kohlrausch-Ave-01862/home/11381405,MLS PIN,73450594,N,Y,42.5871736,-71.2910498
PAST SALE,January-23-2026,Townhouse,14 Muirfield Way #14,North Chelmsford,MA,01863,676000,2,2.5,North Chelmsford,2196,,2004,,308,770,Sold,,,https://www.redfin.com/MA/North-Chelmsford/14-Muirfield-Way-01863/unit-14/home/199490070,MLS PIN,73459243,N,Y,42.6310831,-71.369555
PAST SALE,April-18-2025,Single Family Residential,16 Chester Rd,North Reading,MA,01864,1150000,5,3.5,North Reading,4356,10019,2018,,264,,Sold,,,https://www.redfin.com/MA/North-Reading/16-Chester-Rd-01864/home/11420181,MLS PIN,73228363,N,Y,42.5941225,-71.1215498
PAST SALE,April-17-2025,Condo/Co-op,300 Martins Landing Way #102,North Reading,MA,01864,467115,1,1,North Reading,1027,,2024,,455,351,Sold,,,https://www.redfin.com/MA/North-Reading/300-Martins-Lndg-01864/unit-102/home/193381433,MLS PIN,73308640,N,Y,42.5814587,-71.1273006
PAST SALE,May-2-2025,Condo/Co-op,300 Martins Landing Way #403,North Reading,MA,01864,499999,1,1,North Reading,972,,2024,,514,363,Sold,,,https://www.redfin.com/MA/North-Reading/300-Martins-Lndg-01864/unit-403/home/194787744,MLS PIN,73336379,N,Y,42.5814587,-71.1273006
PAST SALE,December-8-2025,Condo/Co-op,320 Martins Lndg #108,North Reading,MA,01864,536249,1,1,North Reading,1129,,2025,,475,377,Sold,,,https://www.redfin.com/MA/North-Reading/320-Martins-Lndg-01864/unit-108/home/196300442,MLS PIN,73401504,N,Y,42.5822487,-71.1269806
PAST SALE,May-9-2025,Condo/Co-op,270 Main St #35,North Reading,MA,01864,318000,1,1,North Reading,612,,1974,,520,258,Sold,,,https://www.redfin.com/MA/North-Reading/270-Main-St-01864/unit-35/home/11420466,MLS PIN,73357302,N,Y,42.5923218,-71.1183378
PAST SALE,July-3-2025,Condo/Co-op,300 Martins Landing Way #9209,North Reading,MA,01864,475975,1,1,North Reading,1115,,2024,,427,361,Sold,,,https://www.redfin.com/MA/North-Reading/300-Martins-Lndg-01864/unit-9209/home/195849680,MLS PIN,73377372,N,Y,42.5814587,-71.1273006
PAST SALE,November-10-2025,Condo/Co-op,320 Martins Lndg #506,North Reading,MA,01864,933225,2,2,North Reading,1586,,2024,,588,510,Sold,,,https://www.redfin.com/MA/North-Reading/320-Martins-Lndg-01864/unit-506/home/195996158,MLS PIN,73383903,N,Y,42.5822487,-71.1269806
PAST SALE,March-17-2025,Single Family Residential,10 Hancock St,Reading,MA,01867,900000,3,1.5,Reading,2001,7762,1960,,450,,Sold,,,https://www.redfin.com/MA/Reading/10-Hancock-St-01867/home/8684166,MLS PIN,73336413,N,Y,42.5244876,-71.1160415
PAST SALE,May-2-2025,Single Family Residential,122 Lowell St,Reading,MA,01867,1288000,3,2.5,Reading,2566,15947,2016,,502,,Sold,,,https://www.redfin.com/MA/Reading/122-Lowell-St-01867/home/108984572,MLS PIN,73347190,N,Y,42.5281377,-71.1091914
PAST SALE,July-2-2025,Condo/Co-op,9 Abigail Way #2012,Reading,MA,01867,505000,1,1,Reading,1020,,2013,,495,539,Sold,,,https://www.redfin.com/MA/Reading/9-Abigail-Way-01867/unit-2012/home/55156923,MLS PIN,73375473,N,Y,42.5037886,-71.1078906
PAST SALE,,Single Family Residential,51 Colburn Rd,Reading,MA,01867,500000,4,2.5,,2160,10019,2001,,231,,,,,https://www.redfin.com/MA/Reading/51-Colburn-Rd-01867/home/8698723,,,N,Y,42.5418143,-71.1152201
PAST SALE,March-7-2025,Single Family Residential,43 Longwood Rd,Reading,MA,01867,725000,3,1.5,Reading,1336,14536,1925,,543,,Sold,,,https://www.redfin.com/MA/Reading/43-Longwood-Rd-01867/home/8686431,MLS PIN,73332474,N,Y,42.5250328,-71.1270393
PAST SALE,September-8-2025,Townhouse,1830 Main St #29,Tewksbury,MA,01867,540000,2,1.5,Tewksbury,1650,,1994,,327,295,Sold,,,https://www.redfin.com/MA/Tewksbury/1830-Main-St-01876/unit-29/home/8734317,MLS PIN,73406844,N,Y,42.5936598,-71.2079306
PAST SALE,February-25-2025,Single Family Residential,30 Duck Rd,Reading,MA,01867,1550000,4,2.5,Reading,3339,21353,1992,,464,,Sold,,,https://www.redfin.com/MA/Reading/30-Duck-Rd-01867/home/8693365,MLS PIN,73328593,N,Y,42.5330827,-71.1016575
PAST SALE,September-10-2025,Townhouse,62 Abigail Way #2003,Reading,MA,01867,685000,2,2,Reading,1500,,2017,,457,571,Sold,,,https://www.redfin.com/MA/Reading/62-Abigail-Way-01867/unit-2003/home/160503430,MLS PIN,73395479,N,Y,42.503943,-71.1056525
PAST SALE,June-5-2025,Single Family Residential,896 Main St,Reading,MA,01867,1248000,4,2.5,Reading,2273,23958,1915,,549,,Sold,,,https://www.redfin.com/MA/Reading/896-Main-St-01867/home/8694386,MLS PIN,73364925,N,Y,42.5330109,-71.1043626
PAST SALE,September-2-2025,Townhouse,9 Cheshire Ln #9,Tewksbury,MA,01876,810000,3,3,Tewksbury,2521,,2016,,321,402,Sold,,,https://www.redfin.com/MA/Tewksbury/9-Cheshire-Ln-01876/unit-9/home/196906869,MLS PIN,73415130,N,Y,42.6165478,-71.2007231
PAST SALE,May-22-2025,Townhouse,89 Quail Run #89,Tewksbury,MA,01876,520000,2,1.5,Tewksbury,1535,100,1984,,339,440,Sold,,,https://www.redfin.com/MA/Tewksbury/89-Quail-Run-01876/unit-89/home/8725521,MLS PIN,73358655,N,Y,42.614154,-71.230692
PAST SALE,January-9-2026,Townhouse,1563 Andover St #18,Tewksbury,MA,01876,575000,3,2.5,North Tewksbury,1320,,2023,,436,300,Sold,,,https://www.redfin.com/MA/Tewksbury/1563-Andover-St-01876/unit-18/home/183623241,MLS PIN,73454810,N,Y,42.6426891,-71.2430657
PAST SALE,October-20-2025,Single Family Residential,5 Benson Rd,Tewksbury,MA,01876,600000,4,1.5,Tewksbury,1262,19097,1957,,475,,Sold,,,https://www.redfin.com/MA/Tewksbury/5-Benson-Rd-01876/home/8735947,MLS PIN,73425569,N,Y,42.5684118,-71.1987956
PAST SALE,September-23-2025,Single Family Residential,25 Tanglewood Ave,Tewksbury,MA,01876,735000,3,1.5,Tewksbury,2135,11781,1956,,344,,Sold,,,https://www.redfin.com/MA/Tewksbury/25-Tanglewood-Ave-01876/home/8729494,MLS PIN,73414667,N,Y,42.5968113,-71.2099497
PAST SALE,July-2-2025,Single Family Residential,95 Evergreen Rd,Tewksbury,MA,01876,853000,4,2.5,Tewksbury,2492,22047,1985,,342,,Sold,,,https://www.redfin.com/MA/Tewksbury/95-Evergreen-Rd-01876/home/11434324,MLS PIN,73370929,N,Y,42.6065113,-71.2667721
PAST SALE,,Single Family Residential,7 Pinewood Rd,Tewksbury,MA,01876,470000,2,2.5,,1052,21780,1955,,447,,,,,https://www.redfin.com/MA/Tewksbury/7-Pinewood-Rd-01876/home/8750416,,,N,Y,42.5948311,-71.2095633
PAST SALE,,Condo/Co-op,66 Apache Way,Tewksbury,MA,01876,400000,2,1.5,,1274,,1984,,314,,,,,https://www.redfin.com/MA/Tewksbury/66-Apache-Way-01876/home/8741330,,,N,Y,42.6028387,-71.1967806
PAST SALE,June-6-2025,Single Family Residential,127 Catamount Rd,Tewksbury,MA,01876,850000,3,2.5,Tewksbury,1874,43560,1977,,454,,Sold,,,https://www.redfin.com/MA/Tewksbury/127-Catamount-Rd-01876/home/8727047,MLS PIN,73372300,N,Y,42.6328983,-71.2262367
PAST SALE,July-30-2025,Townhouse,120 Apache Way #120,Tewksbury,MA,01876,490000,2,1.5,Tewksbury,1274,,1984,,385,399,Sold,,,https://www.redfin.com/MA/Tewksbury/120-Apache-Way-01876/unit-120/home/179753412,MLS PIN,73385576,N,Y,42.6045739,-71.1975991
PAST SALE,September-29-2025,Townhouse,33 Ironwood Ln #162,Tewksbury,MA,01876,570000,2,1.5,Tewksbury,1476,100,1998,,386,411,Sold,,,https://www.redfin.com/MA/Tewksbury/33-Ironwood-Ln-01876/unit-162/home/197808552,MLS PIN,73428874,N,Y,42.5928007,-71.2049358
PAST SALE,April-29-2025,Condo/Co-op,16 Randolph Dr #16,Tewksbury,MA,01876,406000,2,1,Tewksbury,1009,,1985,,402,360,Sold,,,https://www.redfin.com/MA/Tewksbury/16-Randolph-Dr-01876/unit-16/home/8748765,MLS PIN,73347089,N,Y,42.6204987,-71.2278106
PAST SALE,October-31-2025,Single Family Residential,298 Salem St,Wakefield,MA,01880,810000,3,2.5,Wakefield,1990,22041,1900,,407,,Sold,,,https://www.redfin.com/MA/Wakefield/298-Salem-St-01880/home/8765387,MLS PIN,73432645,N,Y,42.5139688,-71.0517036
PAST SALE,May-30-2025,Single Family Residential,30 Strathmore Rd,Wakefield,MA,01880,869448,3,2,Wakefield,1820,30527,1949,,478,,Sold,,,https://www.redfin.com/MA/Wakefield/30-Strathmore-Rd-01880/home/8737998,MLS PIN,73351436,N,Y,42.5051181,-71.0899528
PAST SALE,August-15-2025,Single Family Residential,10 Fourth St,,MA,01880,550000,3,3,Wakefield,1840,8342,1987,,299,,Sold,,,https://www.redfin.com/MA/Unknown/Unknown-01880/home/8760453,MLS PIN,73398743,N,Y,42.506169,-71.060636
PAST SALE,,Condo/Co-op,69 Foundry St #501,Wakefield,MA,01880,1150000,1,1,,678,,2019,,1696,,,,,https://www.redfin.com/MA/Wakefield/69-Foundry-St-01880/unit-501/home/173183794,,,N,Y,42.4991436,-71.0745326
PAST SALE,July-10-2025,Condo/Co-op,62 Foundry St #214,Wakefield,MA,01880,509000,1,1,Wakefield,729,,2024,,698,414,Sold,,,https://www.redfin.com/MA/Wakefield/62-Foundry-St-01880/unit-214/home/190538706,MLS PIN,73225218,N,Y,42.4997402,-71.074244
PAST SALE,June-18-2025,Condo/Co-op,62 Foundry St #510,Wakefield,MA,01880,1100000,2,2,Wakefield,1380,45995,2024,,797,820,Sold,,,https://www.redfin.com/MA/Wakefield/62-Foundry-St-01880/unit-510/home/191520383,MLS PIN,73289552,N,Y,42.4997239,-71.0742912
PAST SALE,July-31-2025,Single Family Residential,21 Butterfield Ln,Westford,MA,01886,1130000,4,2.5,Beaver Brook Estates,2620,20025,1998,,431,21,Sold,,,https://www.redfin.com/MA/Westford/21-Butterfield-Ln-01886/home/8760556,MLS PIN,73386458,N,Y,42.5627761,-71.4749261
PAST SALE,July-24-2025,Single Family Residential,46 Vine Brook Rd,Westford,MA,01886,950000,4,2.5,Westford,2176,21867,1981,,437,8,Sold,,,https://www.redfin.com/MA/Westford/46-Vine-Brook-Rd-01886/home/8764954,MLS PIN,73385780,N,Y,42.5399014,-71.4340132
PAST SALE,December-30-2025,Condo/Co-op,3 Mill Park Pl #3,Westford,MA,01886,1069900,3,3.5,Westford,2522,,2025,,424,395,Sold,,,https://www.redfin.com/MA/Westford/3-Mill-Park-Pl-01886/unit-3/home/198881896,MLS PIN,73451787,N,Y,42.5431161,-71.440834
PAST SALE,February-28-2025,Single Family Residential,24 St Paul Ln Lot 16,Westford,MA,01886,1446445,4,2.5,Spalding Hill Estates,2957,20303,2024,,489,83,Sold,,,https://www.redfin.com/MA/Westford/24-Saint-Paul-Ln-01886/unit-16/home/192843118,MLS PIN,73296418,N,Y,42.616013,-71.45799
PAST SALE,July-22-2025,Single Family Residential,20 St Paul Ln Lot 18,Westford,MA,01886,1718499,4,3.5,Spalding Hill Estates,3394,21826,2025,,506,83,Sold,,,https://www.redfin.com/MA/Westford/20-Saint-Paul-Ln-01886/unit-18/home/194464862,MLS PIN,73329672,N,Y,42.616013,-71.45799
PAST SALE,August-4-2025,Single Family Residential,38-A Jacquith Rd,Wilmington,MA,01887,875000,3,2,Wilmington,1626,26136,1988,,538,,Sold,,,https://www.redfin.com/MA/Wilmington/38A-Jacquith-Rd-01887/unit-A/home/11689913,MLS PIN,73392624,N,Y,42.5529315,-71.1954611
PAST SALE,January-28-2026,Single Family Residential,61 Lowell St,Wilmington,MA,01887,775000,3,2,Wilmington,2000,21344,1962,,388,,Sold,,,https://www.redfin.com/MA/Wilmington/61-Lowell-St-01887/home/11685671,MLS PIN,73456709,N,Y,42.5414155,-71.1631308
PAST SALE,April-30-2025,Condo/Co-op,203 Lowell St #211,Wilmington,MA,01887,755000,3,2,Wilmington,1419,,2024,,532,655,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-211/home/195081188,MLS PIN,73346940,N,Y,42.5392803,-71.1504269
PAST SALE,March-26-2025,Condo/Co-op,203 Lowell Lowell St #101,Wilmington,MA,01887,500000,1,1,Wilmington,797,,2024,,627,368,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-101/home/193863503,MLS PIN,73350293,N,Y,42.5392778,-71.1504152
PAST SALE,,Single Family Residential,395 Chestnut St,Wilmington,MA,01887,316479,3,1.5,,1438,20038,1959,,220,,,,,https://www.redfin.com/MA/Wilmington/395-Chestnut-St-01887/home/11686889,,,N,Y,42.51969,-71.1691706
PAST SALE,July-1-2025,Condo/Co-op,203 Lowell St #314,Wilmington,MA,01887,735000,2,2,Wilmington,1187,,2024,,619,548,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-314/home/195741966,MLS PIN,73372647,N,Y,42.5387927,-71.1507955
PAST SALE,June-13-2025,Condo/Co-op,203 Lowell St #103,Wilmington,MA,01887,640000,2,2,Wilmington,1019,,2024,,628,471,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-103/home/196108784,MLS PIN,73391488,N,Y,42.5387927,-71.1507955
PAST SALE,June-12-2025,Condo/Co-op,203 Lowell St #213,Wilmington,MA,01887,675000,2,2,Wilmington,987,,2024,,684,456,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-213/home/195602356,MLS PIN,73369531,N,Y,42.5387927,-71.1507955
PAST SALE,May-19-2025,Single Family Residential,19 Sheridan,Wilmington,MA,01887,438200,2,1,Wilmington,1025,22651,1967,,428,,Sold,,,https://www.redfin.com/MA/Wilmington/19-Sheridan-Rd-01887/home/11702715,MLS PIN,73325419,N,Y,42.5731896,-71.146017
PAST SALE,July-25-2025,Condo/Co-op,203 Lowell St #113,Wilmington,MA,01887,625000,2,2,Wilmington,975,,2024,,641,450,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-113/home/195559583,MLS PIN,73403207,N,Y,42.5387927,-71.1507955
PAST SALE,August-15-2025,Condo/Co-op,203 Lowell St #217,Wilmington,MA,01887,659000,2,2,Wilmington,1017,,2024,,648,470,Sold,,,https://www.redfin.com/MA/Wilmington/203-Lowell-St-01887/unit-217/home/194523272,MLS PIN,73398812,N,Y,42.5392803,-71.1504269
PAST SALE,April-7-2025,Single Family Residential,128 Marion St,Wilmington,MA,01887,1000000,4,2.5,Wilmington,2373,25265,2000,,421,,Sold,,,https://www.redfin.com/MA/Wilmington/128-Marion-St-01887/home/11685816,MLS PIN,73347057,N,Y,42.5340486,-71.1783323
PAST SALE,January-30-2026,Single Family Residential,40 Faulkner Ave,Wilmington,MA,01887,723000,3,2,Wilmington,2052,10019,1970,,352,,Sold,,,https://www.redfin.com/MA/Wilmington/40-Faulkner-Ave-01887/home/11696771,MLS PIN,73427794,N,Y,42.5702346,-71.1817288
PAST SALE,May-23-2025,Single Family Residential,26 Ohio St,Wilmington,MA,01887,1145000,4,2,Wilmington,2775,16117,1988,,413,,Sold,,,https://www.redfin.com/MA/Wilmington/26-Ohio-St-01887/home/11692806,MLS PIN,73364891,N,Y,42.5663351,-71.2022733
PAST SALE,July-31-2025,Single Family Residential,138 Chestnut St #138,Wilmington,MA,01887,645000,3,1,Wilmington,1156,14810,1952,,558,150,Sold,,,https://www.redfin.com/MA/Wilmington/138-Chestnut-St-01887/unit-138/home/168048018,MLS PIN,73379907,N,Y,42.5332253,-71.1733729
PAST SALE,September-26-2025,Townhouse,171 Swanton St #60,Winchester,MA,01890,738000,3,2.5,Winchester,1824,,1985,,405,539,Sold,,,https://www.redfin.com/MA/Winchester/171-Swanton-St-01890/unit-60/home/11453629,MLS PIN,73422508,N,Y,42.4644244,-71.1345654
PAST SALE,October-17-2025,Single Family Residential,4 Oakland Cir,Winchester,MA,01890,1651000,3,2,Winchester,2368,10019,1951,,697,,Sold,,,https://www.redfin.com/MA/Winchester/4-Oakland-Cir-01890/home/11447172,MLS PIN,73426639,N,Y,42.4418027,-71.1406772
PAST SALE,June-2-2025,Single Family Residential,11 Chesterford Rd E,Winchester,MA,01890,2000000,4,3.5,Winchester,3039,13721,1927,,658,,Sold,,,https://www.redfin.com/MA/Winchester/11-Chesterford-Rd-E-01890/home/11459419,MLS PIN,73360401,N,Y,42.4566304,-71.1497091
